latitude,longitude
40.4218051,-3.6729977
40.4190441,-3.6673567
40.4222042,-3.6738743
40.4217567,-3.6718047
40.4272289,-3.6695613
40.4228242,-3.6655782
40.4228695,-3.6687674
40.4205974,-3.6718377
40.4178103,-3.6667673
40.4257716,-3.6697022
40.4270919,-3.670044
40.4253839,-3.672916
40.4271916,-3.6684569
40.4256623,-3.6692585
40.4265401,-3.6698716
40.4263163,-3.6695014
40.4246597,-3.670482
40.4247637,-3.6725717
40.4253597,-3.6668501
40.4101864,-3.6721707
40.4116234,-3.6717307
40.4159162,-3.6728975
40.4178103,-3.6667673
40.4128419,-3.6721839
40.4159519,-3.6715508
40.4101341,-3.6720141
40.4166003,-3.6668563
40.4143789,-3.6632557
40.4131273,-3.6713044
40.409828,-3.6641479
40.4169804,-3.6711172
40.4096206,-3.6701002
40.4093337,-3.6689276
40.4095641,-3.6666977
40.4132354,-3.6716255
40.4176456,-3.670114
40.4169514,-3.6700812
40.4110959,-3.6691312
40.4186684,-3.666276
40.4027729,-3.6714523
40.406909,-3.6681006
40.401463,-3.6707986
40.4018285,-3.6677976
40.4053894,-3.6716606
40.4053065,-3.6745721
40.4087219,-3.6718317
40.4020733,-3.673515
40.4088047,-3.6651648
40.4069206,-3.6690101
40.4076664,-3.6640701
40.4096206,-3.6701002
40.4085134,-3.6691107
40.4009397,-3.6649254
40.4095641,-3.6666977
40.4093337,-3.6689276
40.4002217,-3.665895
40.4046456,-3.673671
40.4031989,-3.6741028
40.402169,-3.6703319
40.3938748,-3.6629391
40.3996356,-3.6707493
40.3946315,-3.6650404
40.3919133,-3.6687264
40.3963749,-3.6637697
40.3916931,-3.6704805
40.393882,-3.664662
40.4002217,-3.665895
40.3992144,-3.6716495
40.394349,-3.6668025
40.3986031,-3.6635914
40.4007918,-3.6694919
40.3951421,-3.661805
40.393881,-3.6643765
40.3995856,-3.6644877
40.3958835,-3.6636359
40.4000949,-3.6707033
40.3948654,-3.6611793
40.397494,-3.6634686
40.3993725,-3.6629662
40.3869694,-3.670087
40.3837573,-3.6655991
40.3896877,-3.6642005
40.3896355,-3.6678207
40.3919133,-3.6687264
40.3861704,-3.6711116
40.389164,-3.671411
40.3864419,-3.668395
40.3824944,-3.6691552
40.3856167,-3.6716489
40.3829156,-3.6685265
40.3912373,-3.6683601
40.3889842,-3.6640706
40.3850563,-3.6672335
40.3841132,-3.672694
40.3841859,-3.6716092
40.3843802,-3.6688878
40.3841145,-3.6704712
40.3826173,-3.6678947
40.3885597,-3.6671854
