latitude,longitude
40.3844283,-3.7026409
40.3876158,-3.7121404
40.4702466,-3.7033795
40.4689965,-3.7013521
40.4695552,-3.6951418
40.4686657,-3.7022679
40.4686657,-3.7022679
40.4686657,-3.7022679
40.4713239,-3.6934742
40.4686183,-3.7000754
40.4679978,-3.6984276
40.4691145,-3.6958612
40.4688528,-3.6943129
40.4734718,-3.6927103
40.4686657,-3.7022679
40.4686657,-3.7022679
40.4686657,-3.7022679
40.4703422,-3.7010954
40.4684449,-3.7017313
40.4710899,-3.692545
40.4710899,-3.692545
40.4694028,-3.697883
40.4606554,-3.7020477
40.4597748,-3.6951164
40.4668016,-3.698243
40.4591353,-3.6981167
40.4620963,-3.6937462
40.4623537,-3.7036587
40.45867,-3.697132
40.4605376,-3.6961418
40.4588926,-3.6991225
40.4618677,-3.6992017
40.460964,-3.7035014
40.4592014,-3.6971583
40.4617195,-3.7032129
40.4642059,-3.6948611
40.460974,-3.6968927
40.4609097,-3.6978156
40.4597994,-3.7022828
40.4600599,-3.7002541
40.4667575,-3.7008123
